"name","type","company","description","amount","notes"
"Françoise Férat","functions",,"Conseiller général de la Marne",,"Mars 1992 - à ce jour"
"Françoise Férat","functions",,"Maire de Cuchery","6240 EUR par an ","1989 - Mars 2014 - 520/mois"
"Françoise Férat","functions",,,,"Sénateur - Septembre 2001 - à ce jour"
"Françoise Gatel","functions",,"Maire de Châteaugiron","12564 EUR par an ",
"Françoise Gatel","functions",,"Présidente communauté de communes du pays de Châteaugiron","11868 EUR par an ",
"Françoise Guégot","functions",,,,"Députée Depuis juin 2007  5200 euros"
"Françoise Imbert","functions",,,,
"Françoise Laborde","functions",,"Adjointe à la culture de Blagnac",,"Elue sénatrice en 2008, arrêt de rémunération à compter de cette date (choix)"
"François-Michel Lambert","functions",,"Conseiller Municipal Gardanne (Opposition)",,"Mars 2008 début Mai 2013 fin"
"François-Noël Buffet","functions",,"Conseiller Communautaire",,
"François-Noël Buffet","functions",,"Maire d'OULLINS","30903,96 EUR par an","3 075,33 EUR / brut / mois"
"François-Noël Buffet","functions",,,,"Sénateur du Rhône - 5 514,68 EUR / brut / mois : 66176,16 EUR par an "
"François-Xavier Villain","functions",,"Maire de Cambrai","11517,72 EUR par an ","03/2008 à 03/2014 - 959.81€ mensuels"
"François-Xavier Villain","functions",,"Président Agglomération de Cambrai","10674,48 EUR par an ","12/2008 à 12/2014 - 889.54€ mensuels"
"Frédéric Barbier","functions",,"Conseiller Général","23532 EUR par an ","Mars 2011 - mars 2015 - 1961 EUR par mois"
"Frédéric Cuvillier","functions",,"Maire de Boulogne","34224 EUR par an","(maire de 2002 à 2012 où il s'arrête pour ne pas cumuler avec sa fonction de ministre, puis réélu le 30/03/2014) Rien depuis avril 2014"
"Frédéric Lefebvre","functions",,"Conseiller Régional d'Ile de France","21800 EUR par an ","Estimation"
"Frédéric Reiss","functions",,"Maire de Niederbronn les Bains","11707,32 EUR par an ","975,61 €/mois"
"Frédéric Reiss","functions",,"Président du SMICTOM du Nord du Bas-Rhin","6029,28 EUR par an ","502,44 €/mois"
"Frédéric Reiss","functions",,"Vice-président de la Communauté de communes du Pays de Niederbronn les Bains","7712,28 EUR par an ","642,69 €/mois"
"Frédéric Reiss","functions",,,,"Député  5069,68 EUR/mois"
"Frédéric Roig","functions",,"Conseiller général","26652 EUR par an ","01/03/2011 2221€ / mois"
"Frédéric Roig","functions",,"Maire","6420 EUR par an ","mars 2008 - 535€ / mois"
"Frédéric Roig","functions",,,,"Député - 5369 EUR / mois"
"Frédérique Espagnac","functions",,"Conseillère communautaire","0 EUR par an ","mar-08"
"Frédérique Espagnac","functions",,"Conseillère municipale déléguée","8170,08 EUR par an ","mars 2008 - 680,84€/mois"
"Frédérique Espagnac","functions",,"Conseillère régionale","18528 EUR par an ","2004-2009 - 1544.00€/mois"
"Frédérique Espagnac","functions",,"Vice Présidente pays grand  pau","2545,08 EUR par an ","mars 2008 -212,09€/mois"
"Frédérique Massat","functions",,"Conseillère générale","15600 EUR par an ","Début mandat juillet 2012 - 1300 € / mois"
"Gabriel Serville","functions",,"Conseiller municipal",,"Mars 2008 à mars 2014"
"Gabrielle Louis-Carabin","functions",,"Maire","30060,12 EUR par an ","2505,01/mois (janvier 2014)"
"Gabrielle Louis-Carabin","functions",,"Membre de Conseill d'Administration du SDIS",,
"Gabrielle Louis-Carabin","functions",,"Membre du SIAEG",,
"Gaby Charroux","functions",,"Conseiller général 13","30600 EUR par an ","2550 EUR PAR MOIS  début 03/10/2012"
"Gaby Charroux","functions",,"Maire de Martigues","6840 EUR par an ","570 EUR PAR MOIS début mars 2008 - fin mars 2014"
"Gaby Charroux","functions",,"Vice-Président CAPM","6840 EUR par an ","570 EUR PAR MOIS début mars 2008 - fin mars 2014"
"Gaby Charroux","functions",,,,"Député des Bouches du Rhône - 5300 EUR PAR MOIS : 53600 EUR par an "
"Gaëtan Gorce","functions",,"Maire d'une commune de 5400 habitants",,"mars 2008 - mars 2014"
"Geneviève Fioraso","functions",,,,"Députée de l'Isere depuis 2012"
"Geneviève Gaillard","functions",,"Maire de Niort ","30482,88 EUR par an ","mars 2008 - 2540,24 € brut / mois 1976,36 € net / mois Soit :  30482,88 € brut annuel 23792,64 € net annuel"
"Geneviève Gosselin-Fleury","functions",,"Maire Adjoint Ville de Cherbourg","17280 EUR par an ","1440 euros nets"
"Geneviève Gosselin-Fleury","functions",,"Présidente du SCOT du Cotentin","0 EUR par an ",
"Geneviève Levy","functions",,"Adjoint au Maire","2013 : 23789,04 EUR par an ","mars 2008 - mars 2014 - Année 2013 23.789,04 (bruts) 18.559,13 (nets)"
"Geneviève Levy","functions",,"Conseiller communautaire","2013 : 10467,43","2013 : 12772,92 (bruts), 10467,43 (nets)"
"Geneviève Levy","functions",,,,"Député - Juin 2012/Juin 2017  - 68161,44 EUR par an  bruts"
"Georges Fenech","functions",,,,
"Georges Ginesta","functions",,"Maire de St Raphaël","24612 EUR par an ","2051€/mois"
"Georges Ginesta","functions",,"Président de la communauté d'Agglomération","14916 EUR par an ","1243€/mois"
"Georges Ginesta","functions",,"Président SEVE","480 EUR par an ","40€/mois"
"Georges Ginesta","functions",,"Président Syndicat mixte","2064 EUR par an ","172€/mois"
"Georges Ginesta","functions",,,,"Député depuis 2012 5094 EUR/mois"
"Georges Labazée","functions",,"Conseiller général et président du Conseil général","2013 :  31723,44 EUR par an ","élu en mars 1976 élu président le 31 mars 2011"
"Georges Labazée","functions",,,,"Sénateur élu en sept 2011 fin mandat septembre 2017 - 63783,95 EUR par an "
"Georges Patient","functions",,"Délégué communautaire",,
"Georges Patient","functions",,"Maire","25800 EUR par an ","2150 euro / mois"
"Gérald Darmanin","functions",,"Maire ",,"Depuis 2008"
"Gérard Bailly","functions",,"Conseiller général Jura","20292 EUR par an ","1 691 €/mois"
"Gérard Bailly","functions",,"Conseiller municipal Uxelles",,"1965 - mars 2014 - non rémunéré"
"Gérard Bailly","functions",,"Président de la communauté de communes du pays des lacs",,"1986- mars 2014 - n'a jamais accepté l'indemnité"
"Gérard Bailly","functions",,"Vice-président Syndicat Electricité","3816 EUR par an ","318 €/mois"
"Gérard Bailly","functions",,,,"Sénateur Jura - 2001-2017 - 5 388 EUR/mois"
"Gérard Bapt","functions",,"Maire adjoint de Saint Jean",0,
"Gérard Bapt","functions",,"Membre du Comité Syndical de l'ACUT Toulouse Métropole","8400 EUR par an ","700 euros"
"Gérard César","functions",,"Maire","61589,4 EUR par an ","5132,45 EUR PAR MOIS Début mars 2014"
"Gérard Charasse","functions",,,,"Député Allier depuis 1997"
"Gérard Cherpion","functions",,"Conseiller régional de Lorraine","19849,56 EUR par an ","1654,13 (Décembre 2013)"
"Gérard Cherpion","functions",,,,"Député - 2007 -2012 - 4551,04 (juin 2012)"
"Gérard Collomb","functions",,"Maire de Lyon","33088 EUR par an ","2757,34 EUR NET par mois "
"Gérard Collomb","functions",,"Président du Grand Lyon",,
"Gérard Collomb","functions",,,,"Sénateur du Rhône 28/09/2014 - 5514,68 euros brut"
"Gérard Cornu","functions",,,,
"Gérard Dériot","functions",,"Maire Adjoint de Cérilly",,
"Gérard Dériot","functions",,"Président de la Communauté de Communes Pays de Tronçais","7680 EUR par an","Net"
"Gérard Dériot","functions",,"Vice Président serVice départemental d'incendie et de secours  (SDIS) Allier","5100 EUR par an","Net"
"Gérard Larcher","functions",,"Maire de Rambouilet (78120)","18984 EUR par an ","1582 EUR par mois Indemnité de fonction mensuelle écrêtée (au 31/12/2013) "
"Gérard Larcher","functions",,"Président syndicats intercommunaux (SIRR/SMESSY)",,
"Gérard Larcher","functions",,"Secrétaire du SICTOM",,
"Gérard Longuet","functions",,,,
"Gérard Menuel","functions",,"Adjoint au Maire de Troyes","21096 EUR par an",
"Gérard Menuel","functions",,"Vice-Président Agglomération de Troyes","13836 EUR par an",
"Gérard Miquel","functions",,"Maire de Saint-Urq Lapopie","4404 EUR par an ","30 mars 2014 - 367€/mois"
"Gérard Miquel","functions",,"Président du conseil général","266311 EUR par an ","01 avril 2004 04 avril 2014"
"Gérard Miquel","functions",,"President du Syded","7224 EUR par an ","12 juin 2014 - 602€/mois"
"Gérard Roche","functions",,"Président du Comité Exécutif de la Maison Départementale des PErsonnes Handicapées",,"Depuis le 8 février 2006"
"Gérard Roche","functions",,"Président du Conseil d'Administration du Service Départemental d'Incendie et de Secours",,"Du 23 juin 2008 au 14 octobre 2011 (démission à la suite de mon élection au Sénat)"
"Gérard Roche","functions",,"Président du Conseil Général de la Haute-Loire","2013 : 26726,34 EUR par an ","Depuis le 30 avril 2004"
"Gérard Roche","functions",,"Président du Syndicat Mixte de travaux de la Chaise Dieu",,"Depuis le 16 novembre 2007"
"Gérard Sebaoun","functions",,"Conseiller municipal de Franconville (val d'Oise)",,"03/2008 -> 03/2014"
"Germinal Peiro","functions",,"Maire de CASTELNAUD LA CHAPELLE (24)",,"depuis mars 1983"
"Germinal Peiro","functions",,"Président Communauté de communes du Canton de DOMME (24)",,"depuis janvier 1998"
"Germinal Peiro","functions",,"Président Syndicat d'Irrigation agricole du CEOU",,"depuis janvier 1991"
"Germinal Peiro","functions",,"Vice-Président Conseil général 24","voir bulletins d'indemnités joints","élu en Octobre 1988"
"Germinal Peiro","functions",,"Vice-Président Syndicat Energie 24","voir bulletins d'indemnités joints","élu en avril 1989"
"Germinal Peiro","functions",,,,"Député de la Dordogne depuis 1997 - voir bulletins d'indemnités joints"
"Gilbert Barbier","functions",,"Conseiller municipal",,
"Gilbert Bouchet","functions",,,,
"Gilbert Collard","functions",,,,
"Gilbert Le Bris","functions",,,,"Député  17/6/2012 mandat en cours - 2013 : 55009 EUR par an "
"Gilbert Roger","functions",,"Conseiller général Seine Saint Denis ","27033,36 EUR par an ","2253,78 EUR par mois"
"Gilbert Sauvan","functions",,"Maire de Castellane","18000 EUR par an ","2008 à Octobre 2012 - 1500€"
"Gilbert Sauvan","functions",,"Président du SDIS 04","8400 EUR par an ","2001 à décembre 2012 - 700€"
"Gilbert Sauvan","functions",,"Vice Président du Conseil Général des AHP","25200 EUR par an ","1998 à Oct 2012  - ? 2100€"
"Gilda Hobert","functions",,"Conseillère communautaire Grand LYON","12768 EUR par an ","avril 2014 -> avril 2020 - 1064€ mensuels brut"
"Gilda Hobert","functions",,"Conseillère municipale Ville de LYON","15732 EUR par an ","avril 2014 -> avril 2020 - 1311€ mensuels brut"
"Gilles Bourdouleix","functions",,"Maire de Cholet","15860,28 EUR par an ","mars 2008 mars 2012 - 1321.69/mois"
"Gilles Bourdouleix","functions",,"Président Cté Agglomération","9297 EUR par an ","mars 2008 mars 2012 - 774,75/mois"
"Gilles Carrez","functions",,"Maire du PERREUX / MARNE Vice président de la communauté d'agglomération de la vallée de la Marne","2013 : 19171 EUR par an ","Mars 2008 à Mars 2014 - 19171 euros déclarés en 2013 au titre des revenus 2012"
"Gilles Lurton","functions",,"Adjoint au Maire de Saint-Malo","17812,97 EUR par an ","Mandat en cours Début mandat : 22 mars 2008 Fin mandat : mars 2014 indemnités du 1 avril 2008 au 31 janvier 2014 : 120,237.57 euros"
"Gilles Lurton","functions",,"Conseiller Communautaire Saint-Malo Agglomération",,"Début Mandat : 1er avril 2008 Fin Mandat : mars 2014"
"Gilles Lurton","functions",,"Conseiller général","18744,06 EUR par an ","Début mandat : 31 mars 2011 Fin mandat : 14 juillet 2012 - Indemnités du 1 avril 2011 au 14 juillet 2012 : 24,992.09 euros"
"Gilles Savary","functions",,"Vice-Président du conseil général de la Gironde",,"mai 2004 à 1er septembre 2013 (démission)"
"Gisèle Biémouret","functions",,"Vice présidente","19800 EUR par an ","juillet 2013 - 1650€ / mois"
"Gisèle Biémouret","functions",,"Vice présidente Conseil Général du Gers","17040 EUR par an ","mars 2008 - 1420€ / mois"
"Gisèle Jourda","functions",,"Délégué communautaire","2448,7 EUR par an ","204,06 EUR par mois"
"Gisèle Jourda","functions",,"Maire adjointe à Trèbes ","5970,4 EUR par an ","497,53 EUR par mois"
"Gisèle Jourda","functions",,"Membre du Centre Communal d'Action Sociale (CCAS) Carcassonne",,
"Gisèle Jourda","functions",,"Membre du Centre Communal d'Action Sociale (CCAS) Trèbes",,
"Guénhaël Huet","functions",,"Maire d'Avranches",,"Mars 2008 à Mars 2014"
"Guénhaël Huet","functions",,"Maire d'Avranches","24576 EUR par an","2048 EUR par mois indemnité nette"
"Guénhaël Huet","functions",,"Président de la communauté de communes Avranches Mont St Michel",,"Décembre 2013 - Mars 2014"
"Guénhaël Huet","functions",,"Président de la communauté des communes Avranches Mont Saint Michel","25140 EUR par an","2095 EUR depuis le 18/4/2011"
"Guénhaël Huet","functions",,,,"Député de la Manche "
"Guillaume Arnell","functions",,,,
"Guillaume Bachelay","functions",,"conseiller municipal adjoint au Maire de Cléon",,"mars2008 - juillet 2012 (démission, application de la législation en vigueur sur le non-cumul des mandats) - 0€ renoncé à l'indemnité municipale dès mars 2008 (délibération du conseil municipal du 31/03/2008)"
"Guillaume Bachelay","functions",,"Conseiller régional de Haute-Normandie","22808,76 EUR par an ","depuis novembre 2012 - Indemnité de base 1900,73€ soit 1527,13€ net"
"Guillaume Bachelay","functions",,"Conseiller régional et vice président Région Haute-Normandie","31932,36 EUR par an ","mars 2010 / octobre 2012 (démission de la vice-présidence par application choisie et anticipée de la loi future sur le non-cumul des mandats) - indemnité de base : 2661,03€ soit 2242,62€ net"
"Guillaume Chevrollier","functions",,"Conseiller municipal de Château-Gontier Bazouges","4428 EUR par an ","Mars 2008 Démission le 18/06/2012  - 369 euros par an"
"Guillaume Garot","functions",,"Maire de Laval","0 EUR par an ",
"Guillaume Garot","functions",,"Président de Laval-Agglomération","25644 EUR par an ","2137€/mois"
"Guillaume Garot","functions",,,,"Député 2007-2012- 5304 EUR/mois"
"Guillaume Larrivé","functions",,,,
"Guy Bailliart","functions",,"Publication à venir",,
"Guy Chambefort","functions",,"Maire d'Yzeure",,"Mars 1989 - Mars 2014 - Plus d'indemnités depuis élection député"
"Guy Chambefort","functions",,"Vice-président Communauté d'Agglomération de Moulins",,"Mars 2001 - Mars 2014 - Plus d'indemnité depuis élection député"
"Guy Delcourt","functions",,"Maire de Lens","5826,6 EUR par an ","485,55 mensuel - 22 mars 2008, fin de mandat 30 mai 2013"
"Guy Delcourt","functions",,"Vice-président de la communauté d'agglomération","22440 EUR par an","1870,00 mensuel -  25 avril 2008 fin de mandat 15 septrembre 2013"
"Guy Geoffroy","functions",,"Conseiller syndical SAN de Sénart",,"06/1995 en cours"
"Guy Geoffroy","functions",,"Maire de Combs-la-Ville","14476,2 EUR par an ","06/1995 en cours - 1206,35 mensuels"
"Guy Geoffroy","functions",,"Président SIVOM Vallée de l'Yerres et des Sénarts","14477,4 EUR par an ","06/1998 en cours - 1206,45 mensuels"
"Guy Geoffroy","functions",,,,"Député de Seine et Marne - 06/02 en cours - 5094,18 mensuels"
"Guy Teissier","functions",,"Conseiller communautaire","936396 EUR par an, ","idem - 780,33 € net mensuel"
"Guy Teissier","functions",,"Maire d'arrondissement","17367,72 EUR par an ","16 mars 2008 à ce jour - 1447,31 € net mensuel"
"Guy-Dominique Kennel","functions",,"Président de l'Agence de développement économique du Bas-Rhin (ADIRA)",,"Aucune 01/06/2013"
"Guy-Dominique Kennel","functions",,"Président du conseil d'administration du serVice départemental d'incendie et de secours (CASDIS)","12694 EUR par an ","1057,82 EUR net par mois 01/07/2001"
